loss,Temperature_output_loss,Salinity_output_loss,Temperature_output_mean_squared_error,Temperature_output_mean_absolute_error,Salinity_output_mean_squared_error,Salinity_output_mean_absolute_error,val_loss,val_Temperature_output_loss,val_Salinity_output_loss,val_Temperature_output_mean_squared_error,val_Temperature_output_mean_absolute_error,val_Salinity_output_mean_squared_error,val_Salinity_output_mean_absolute_error
0.12068616643477363,0.051730889827013016,0.06831337511539459,0.051850613206624985,0.18976184725761414,0.06883554905653,0.17269422113895416,0.04645274412627654,0.03851265460252762,0.007940872572362423,0.038512080907821655,0.16946643590927124,0.007940665818750858,0.07406389713287354
0.025807449935927693,0.023187171667814255,0.0024745287373661995,0.023324551060795784,0.12479370832443237,0.002482898533344269,0.038712695240974426,0.008774043339802392,0.00641670310869813,0.0023576964158564806,0.0064164199866354465,0.0584731325507164,0.0023576230742037296,0.03916481137275696
0.003964069742067299,0.0031753303483128548,0.0007797296275384724,0.00318167288787663,0.037106163799762726,0.0007823968189768493,0.020744336768984795,0.005862470125538706,0.004926165100187063,0.0009363188873976469,0.004926128778606653,0.04699678346514702,0.0009363409481011331,0.022944964468479156
0.00213335860909031,0.0018266758415848017,0.0003033869434148073,0.0018292232416570187,0.02694154717028141,0.0003041352902073413,0.01296660304069519,0.00417091951731776,0.0036842552945017815,0.0004863568174187094,0.0036845447029918432,0.039717789739370346,0.00048637515283189714,0.016311174258589745
0.0015457407633635936,0.001385530224069953,0.0001586598518770188,0.0013867648085579276,0.023281820118427277,0.0001589760067872703,0.009269961155951023,0.0032749492582818487,0.0029825237579643726,0.00029236069531179965,0.0029825689271092415,0.035011641681194305,0.0002923803695011884,0.012762743979692459
0.001306290497927957,0.0012064656475558877,9.835740638663992e-05,0.0012077478459104896,0.021801725029945374,9.85425867838785e-05,0.007324568461626768,0.0025393090859651994,0.0023486774880439043,0.0001907593396026641,0.002348549896851182,0.031145334243774414,0.00019075932505074888,0.009910021908581257
0.001027777843764344,0.000965612125582993,6.214179302332923e-05,0.0009655700414441526,0.019025607034564018,6.220788054633886e-05,0.005779332015663385,0.002379828966667721,0.0022372249513864517,0.00014256712165661156,0.00223726243712008,0.030337190255522728,0.00014256651047617197,0.008681287057697773
0.0010404688881480064,0.0009809281909838319,5.82487482461147e-05,0.0009821162093430758,0.01940203085541725,5.835249976371415e-05,0.00567786768078804,0.0020476240366765464,0.001927436445839703,0.00012008968042209744,0.0019275265512987971,0.02789992466568947,0.0001200976112158969,0.007905328646302223
0.0009029996958411027,0.0008559108828194439,4.687612090492621e-05,0.0008563302690163255,0.01783670298755169,4.666938912123442e-05,0.005040676333010197,0.0019180819730256098,0.0018149252282455564,0.0001031265128403902,0.0018149567767977715,0.02677696943283081,0.00010312523954780772,0.007269722409546375
0.0008570311581181039,0.0008119608392007649,4.4225020246813074e-05,0.0008127493783831596,0.01732424832880497,4.428174361237325e-05,0.00493955472484231,0.0017243035801996875,0.0016323645832017064,9.19908270589076e-05,0.0016323350137099624,0.02511422708630562,9.196867176797241e-05,0.006784564349800348
0.0007602345434072309,0.0007247950416058302,3.614564047893509e-05,0.0007241535931825638,0.016122572124004364,3.608091355999932e-05,0.004435398615896702,0.0016713778896370556,0.0015787618467584252,9.268775465898216e-05,0.0015786930453032255,0.024677908048033714,9.268482244806364e-05,0.006994871888309717
0.0007507845020869919,0.0007161856628954411,3.5263477911939844e-05,0.0007156239007599652,0.01610512100160122,3.5160639527020976e-05,0.0044142394326627254,0.0015390348169644805,0.00145032349973917,8.874841296346858e-05,0.001450278447009623,0.02348479814827442,8.875656203599647e-05,0.006837166380137205
0.0007141775343875283,0.0006802401621825993,3.329945320729166e-05,0.000680846453178674,0.015720512717962265,3.333114000270143e-05,0.004315114114433527,0.0014357385004490557,0.0013543418608605862,8.143940794980153e-05,0.0013543098466470838,0.02261725626885891,8.1428668636363e-05,0.006286779884248972
0.0007097665300309708,0.0006766135920770466,3.456988270045258e-05,0.0006752292974852026,0.01571374386548996,3.4537355531938374e-05,0.00441821850836277,0.0017475937478586957,0.0016678236424922943,7.97818647697568e-05,0.0016678032698109746,0.02664841338992119,7.979042857186869e-05,0.006173241417855024
0.0006747622744707059,0.0006426536710932851,3.1560935894958675e-05,0.0006431859801523387,0.015294577926397324,3.1576248147757724e-05,0.004227701108902693,0.0013583879364940654,0.0012824051082134247,7.590634049847722e-05,0.0012824761215597391,0.02171788550913334,7.591179746668786e-05,0.006129865068942308
0.0006309057687269443,0.0006014776299707592,2.9189212000346743e-05,0.0006016994011588395,0.014649005606770515,2.920646329584997e-05,0.004035309422761202,0.0013025706115034068,0.001229634159244597,7.292252848856151e-05,0.0012296413769945502,0.021335331723093987,7.292937516467646e-05,0.005883679259568453
0.00058625856285394,0.0005604036850854754,2.5780251235119067e-05,0.0005604649195447564,0.0140000581741333,2.579362626420334e-05,0.0037643343675881624,0.0012867431254475741,0.001218582154251635,6.818163092248142e-05,0.0012185469968244433,0.02114560827612877,6.819607369834557e-05,0.005740714725106955
0.0006774373986622373,0.0006403477163985372,3.6266250390326604e-05,0.0006410997593775392,0.015378612093627453,3.633763481047936e-05,0.004615633748471737,0.0012513125393440385,0.0011843809625133872,6.686942651867867e-05,0.0011844522086903453,0.020878326147794724,6.686026608804241e-05,0.005738264415413141
0.0005730972828841514,0.000549556512851268,2.3766975573380478e-05,0.0005493310745805502,0.013876017183065414,2.376617703703232e-05,0.003605303820222616,0.0013482606487957246,0.0012849895283579826,6.328955350909382e-05,0.0012849797494709492,0.02203431911766529,6.328103336272761e-05,0.005448676645755768
