loss,Temperature_output_loss,Salinity_output_loss,Temperature_output_mean_squared_error,Temperature_output_mean_absolute_error,Salinity_output_mean_squared_error,Salinity_output_mean_absolute_error,val_loss,val_Temperature_output_loss,val_Salinity_output_loss,val_Temperature_output_mean_squared_error,val_Temperature_output_mean_absolute_error,val_Salinity_output_mean_squared_error,val_Salinity_output_mean_absolute_error
0.47945786927286044,0.06269717216491699,0.4141756594181061,0.0628657341003418,0.19795840978622437,0.4165920913219452,0.6280107498168945,0.15054821565835383,0.04107791930437088,0.10947064310312271,0.04107740893959999,0.18075864017009735,0.10947080701589584,0.32564565539360046
0.05844049523163739,0.0373726412653923,0.020926034078001976,0.03740404173731804,0.1683846116065979,0.021036455407738686,0.11445329338312149,0.039804417611109255,0.029867833480238914,0.009935947135090828,0.029868517071008682,0.14648211002349854,0.009935899637639523,0.07978308945894241
0.03661622502179226,0.03022206760942936,0.006361672654747963,0.03024733066558838,0.15072153508663177,0.006368891801685095,0.06474116444587708,0.03073339509283723,0.023158123716711998,0.007574551273137331,0.02315893955528736,0.12397057563066483,0.0075744567438960075,0.06962744891643524
0.02821731494048504,0.02338985726237297,0.004794048611074686,0.02341865934431553,0.12950259447097778,0.0047986493445932865,0.055832888931035995,0.023077582910817105,0.016811031848192215,0.006266714073717594,0.016810746863484383,0.10189582407474518,0.006266836542636156,0.06354176998138428
0.02009817436501709,0.016333214938640594,0.0037401188164949417,0.01635470613837242,0.10491211712360382,0.003743469715118408,0.048906274139881134,0.018181035493382444,0.012925391085445881,0.0052556926384568214,0.012925338000059128,0.09214169532060623,0.00525569636374712,0.058594077825546265
0.015088108869673812,0.012128321453928947,0.002950053894892335,0.012135334312915802,0.08907683193683624,0.0029527738224714994,0.04303885996341705,0.01658635045997684,0.012233386747539043,0.004352847579866648,0.012233579531311989,0.0892639011144638,0.0043527716770768166,0.0535418726503849
0.013100832193469697,0.010778267867863178,0.0023174285888671875,0.010781193152070045,0.08314373344182968,0.0023196388501673937,0.037828411906957626,0.015300579879664376,0.011820857413113117,0.0034799270797520876,0.011820660904049873,0.08708088099956512,0.003479920094832778,0.047909196466207504
0.011771071192891688,0.010033590719103813,0.0017327578971162438,0.010036238469183445,0.07956236600875854,0.0017348339315503836,0.032410379499197006,0.013640469972222288,0.011133113875985146,0.0025080463383346796,0.011132560670375824,0.08383410423994064,0.0025079103652387857,0.04048572853207588
0.010486790633064498,0.009209777228534222,0.0012715071206912398,0.009213955141603947,0.07560659199953079,0.0012728346046060324,0.02743876911699772,0.011935121953523259,0.01008825097233057,0.0018467905465513468,0.010088297538459301,0.07911116629838943,0.0018468244234099984,0.03452480956912041
0.009024605031916101,0.008052599616348743,0.000964092556387186,0.008059586398303509,0.0697920098900795,0.0009650195715948939,0.02362021803855896,0.009739300936890034,0.008292828686535358,0.0014464767882600427,0.008292807266116142,0.07008078694343567,0.0014464952982962132,0.030430033802986145
