MAE_T,MSE_T,MAE_S,MSE_S,num_params
4.215588569641113,26.87196922302246,1.1318026781082153,2.0705606937408447,234
1.6216063499450684,5.891601085662842,0.19041921198368073,0.07225736975669861,730
1.175606369972229,3.125185251235962,0.18943454325199127,0.06423178315162659,1530
1.1640640497207642,2.6653287410736084,0.23796240985393524,0.09129000455141068,3730
1.142612338066101,2.745131254196167,0.1848112940788269,0.06732705235481262,6730
0.9198101758956909,1.8960059881210327,0.21694019436836243,0.08744632452726364,15130
1.0260778665542603,2.286951780319214,0.2693426012992859,0.1172034814953804,26730
0.9516485929489136,2.0818495750427246,0.2276647984981537,0.09658493101596832,50130
